71863 29 1972693768
74 170 671 7266
1 187 503 7279
65 1053 19 7292
40 959 1129 7305
69 262 329 7318
87 586 678 7331
90 549 1530 7344
97 816 1 7356
48 1332 1 7369
31 1096 609 7382
29 1028 891 7395
20 1221 102 7408
101 53 319 7421
5 484 429 7433
14 846 1 7446
24 497 778 7459
82 480 1 7472
70 930 452 7485
13 1436 712 7498
56 636 43 7510
55 447 52 7523
30 599 34 7536
13 763 823 7549
98 212 163 7562
19 1147 23 7575
77 892 470 7587
48 427 422 7600
51 733 1 7613
24 1287 319 7626
49 989 1140 7639
61 905 759 7652
85 560 410 7665
33 287 254 7677
63 988 432 7690
72 137 43 7703
28 54 907 7716
52 1280 1 7729
75 549 929 7742
70 1314 541 7754
88 734 315 7767
100 76 60 7780
21 357 339 7793
61 810 531 7806
65 16 736 7819
95 501 178 7831
65 337 395 7844
34 848 502 7857
61 382 151 7870
85 1187 261 7883
80 270 1113 7896
62 840 1619 7908
75 696 677 7921
27 396 519 7934
6 1449 726 7947
71 667 1 7960
53 186 814 7973
70 278 349 7986
72 1425 270 7998
10 475 818 8011
7 1429 662 8024
82 1329 237 8037
79 76 789 8050
56 23 1 8063
92 76 1 8075
67 1290 305 8088
85 616 1 8101
75 879 331 8114
68 610 952 8127
47 766 676 8140
86 858 546 8152
72 210 149 8165
14 1198 604 8178
8 1190 788 8191
101 578 869 8204
3 518 939 8217
70 118 876 8229
18 892 557 8242
98 272 202 8255
63 786 1 8268
22 506 589 8281
100 59 301 8294
82 1073 898 8307
73 228 1 8319
72 397 1 8332
72 1037 701 8345
38 1174 39 8358
11 936 111 8371
20 458 325 8384
77 1326 995 8396
86 89 709 8409
36 311 430 8422
15 267 655 8435
9 784 526 8448
28 207 102 8461
46 627 567 8473
100 645 171 8486
31 1209 647 8499
24 503 697 8512
26 859 644 8525
60 75 446 8538
103 934 349 8551
67 1446 683 8563
62 715 1 8576
67 38 1139 8589
63 978 743 8602
3 112 14 8615
72 552 375 8628
49 429 137 8640
64 528 182 8653
74 1451 221 8666
67 1111 1 8679
9 379 566 8692
99 250 845 8705
20 293 824 8717
61 1154 1808 8730
19 140 612 8743
39 148 873 8756
80 580 153 8769
9 805 101 8782
90 135 1 8794
94 444 1018 8807
95 257 898 8820
47 314 881 8833
11 1254 1070 8846
89 245 701 8859
50 627 968 8872
52 965 880 8884
24 395 221 8897
98 311 1 8910
51 166 15 8923
45 1364 1 8936
70 1132 743 8949
102 1248 812 8961
97 282 1 8974
14 523 441 8987
68 207 1 9000
78 614 43 9013
44 593 1 9026
101 1144 643 9038
93 237 488 9051
43 121 716 9064
98 642 1033 9077
42 3 527 9090
8 891 306 9103
87 629 956 9115
80 838 797 9128
56 1242 790 9141
72 891 1281 9154
91 854 634 9167
54 36 906 9180
39 160 473 9193
57 1276 142 9205
39 490 569 9218
89 473 210 9231
92 328 1 9244
81 1329 547 9257
27 281 402 9270
35 594 1 9282
37 410 1200 9295
83 919 1 9308
85 1165 398 9321
101 1007 722 9334
50 1075 453 9347
43 147 780 9359
72 773 1 9372
102 808 804 9385
98 1048 506 9398
32 233 1 9411
12 326 126 9424
25 332 1 9436
20 989 256 9449
85 516 297 9462
8 511 132 9475
65 58 146 9488
98 1278 1 9501
75 468 78 9514
3 25 500 9526
47 1427 73 9539
45 761 602 9552
41 1144 1 9565
45 145 1 9578
87 851 73 9591
73 16 342 9603
86 544 1298 9616
83 435 747 9629
97 263 1 9642
67 571 1 9655
2 370 359 9668
69 656 1359 9680
83 1395 1 9693
46 173 636 9706
98 972 246 9719
73 775 991 9732
103 726 93 9745
81 818 924 9757
50 396 520 9770
78 989 456 9783
88 167 364 9796
103 1450 495 9809
8 375 242 9822
11 304 839 9835
20 654 1 9847
76 1391 1224 9860
20 490 338 9873
103 246 191 9886
7 1204 1490 9899
48 280 1 9912
92 437 648 9924
22 776 352 9937
27 288 622 9950
67 286 654 9963
84 285 619 9976
5 877 1 9989
41 591 434 10001
76 101 1396 10014
14 81 280 10027
35 619 457 10040
98 1121 1 10053
78 1325 154 10066
16 666 1038 10079
47 754 337 10091
25 1257 536 10104
46 250 531 10117
6 917 1402 10130
4 970 475 10143
20 1352 695 10156
46 292 1013 10168
102 385 535 10181
31 577 435 10194
57 1363 132 10207
35 826 6 10220
78 1104 733 10233
84 859 1 10245
10 1387 1 10258
1 518 610 10271
4 7 398 10284
58 894 939 10297
28 874 388 10310
67 44 1 10322
49 854 374 10335
22 727 329 10348
31 312 758 10361
3 201 558 10374
38 78 244 10387
53 234 502 10400
21 1445 220 10412
80 603 548 10425
101 555 1 10438
97 433 1 10451
8 434 425 10464
86 747 1258 10477
27 615 1049 10489
104 1012 1 10502
81 277 416 10515
45 706 380 10528
29 486 776 10541
47 366 686 10554
39 992 973 10566
40 385 501 10579
79 642 364 10592
8 610 741 10605
65 896 702 10618
66 436 19 10631
47 853 927 10643
81 1243 536 10656
95 393 1 10669
28 1165 1 10682
12 1290 26 10695
5 1033 654 10708
60 1031 754 10721
75 621 174 10733
16 672 598 10746
51 246 1 10759
84 826 553 10772
28 504 1 10785
97 1061 994 10798
90 554 770 10810
59 720 1 10823
8 393 61 10836
43 1274 400 10849
82 114 3 10862
93 981 18 10875
4 866 226 10887
40 496 425 10900
56 370 672 10913
88 386 327 10926
16 1269 1102 10939
3 540 817 10952
74 42 745 10964
68 671 498 10977
2 889 1 10990
52 174 255 11003
45 810 263 11016
79 572 121 11029
10 529 1095 11042
100 1432 1 11054
81 278 199 11067
3 1253 366 11080
79 47 360 11093
53 343 700 11106
87 1248 1 11119
8 1443 1 11131
42 1153 305 11144
88 1402 1024 11157
71 743 961 11170
1 274 17 11183
4 288 258 11196
25 750 1 11208
23 204 627 11221
59 627 222 11234
72 1198 195 11247
53 379 284 11260
1 568 316 11273
77 202 130 11285
1 17 971 11298
72 623 375 11311
93 145 495 11324
102 888 784 11337
57 165 754 11350
64 1414 752 11363
73 937 974 11375
21 1118 1165 11388
46 418 450 11401
31 542 255 11414
103 257 136 11427
61 410 736 11440
48 946 1 11452
72 935 1264 11465
6 351 411 11478
12 124 1 11491
42 1140 721 11504
76 1377 511 11517
93 616 901 11529
103 782 1 11542
97 552 31 11555
8 1330 271 11568
6 1265 866 11581
10 358 1507 11594
85 880 425 11606
51 310 723 11619
1 475 339 11632
78 600 84 11645
80 400 861 11658
33 355 999 11671
97 420 472 11684
42 116 629 11696
94 785 614 11709
93 468 592 11722
104 94 74 11735
73 947 839 11748
51 414 212 11761
86 87 471 11773
2 582 156 11786
8 1233 1 11799
56 158 44 11812
83 1167 272 11825
48 636 672 11838
76 1020 25 11850
27 707 137 11863
20 67 387 11876
69 87 234 11889
86 95 1 11902
18 743 909 11915
95 68 100 11928
13 1044 725 11940
7 1075 1112 11953
80 17 39 11966
15 813 422 11979
93 265 584 11992
48 1370 111 12005
101 107 101 12017
59 476 187 12030
91 123 1 12043
1 507 92 12056
35 966 160 12069
67 274 925 12082
55 405 1497 12094
29 196 259 12107
46 297 489 12120
39 1279 420 12133
11 397 419 12146
83 626 537 12159
38 134 1085 12171
40 239 251 12184
55 788 930 12197
41 659 103 12210
95 254 60 12223
23 432 1159 12236
8 1005 496 12249
53 1263 662 12261
92 975 84 12274
20 32 858 12287
60 439 708 12300
27 690 223 12313
47 978 58 12326
88 771 498 12338
30 891 962 12351
1 265 808 12364
69 787 726 12377
67 1242 158 12390
57 1030 862 12403
7 372 451 12415
64 1219 583 12428
43 669 826 12441
51 221 563 12454
80 1398 706 12467
34 1016 528 12480
7 335 918 12492
30 562 209 12505
65 129 701 12518
97 695 973 12531
68 1447 749 12544
64 1335 1 12557
84 672 1265 12570
12 717 769 12582
20 71 1218 12595
32 217 114 12608
35 475 427 12621
47 1422 887 12634
28 636 926 12647
11 293 62 12659
82 686 806 12672
65 809 1 12685
77 1 511 12698
51 518 1 12711
65 1222 608 12724
14 1296 1 12736
28 184 639 12749
31 1306 585 12762
81 332 1 12775
9 889 224 12788
99 1371 78 12801
34 1259 301 12813
101 425 443 12826
81 127 1887 12839
60 28 1 12852
29 1356 868 12865
79 519 351 12878
26 1312 161 12891
62 1396 677 12903
24 1176 187 12916
95 428 7 12929
19 623 720 12942
77 937 308 12955
75 914 462 12968
3 126 1 12980
60 1005 1 12993
84 102 1032 13006
19 581 1 13019
86 607 594 13032
68 16 527 13045
99 123 631 13057
49 1361 350 13070
17 218 671 13083
20 1104 723 13096
13 1018 1087 13109
97 841 1 13122
93 563 854 13134
17 197 866 13147
39 513 182 13160
14 466 1 13173
25 1422 288 13186
78 1447 1226 13199
32 361 868 13212
39 601 416 13224
46 710 644 13237
40 1229 665 13250
61 659 202 13263
57 325 693 13276
21 1007 456 13289
12 700 484 13301
79 1372 241 13314
64 421 570 13327
60 297 300 13340
15 596 344 13353
33 1026 1 13366
100 1370 843 13378
103 544 909 13391
65 1107 443 13404
11 72 434 13417
35 123 1 13430
11 910 1087 13443
16 820 150 13455
3 899 774 13468
13 568 282 13481
12 892 1221 13494
43 1376 124 13507
20 620 925 13520
15 43 1251 13533
103 161 373 13545
4 585 255 13558
100 115 470 13571
8 561 623 13584
7 108 759 13597
24 494 1033 13610
21 552 1071 13622
35 1337 263 13635
79 432 1 13648
19 704 642 13661
67 213 753 13674
78 394 976 13687
34 1377 1 13699
29 266 1 13712
80 1085 111 13725
80 723 625 13738
17 1115 623 13751
12 84 882 13764
55 278 532 13777
95 727 1 13789
75 812 581 13802
14 1109 871 13815
1 1002 279 13828
82 387 629 13841
40 71 298 13854
24 582 451 13866
63 835 443 13879
18 226 583 13892
95 162 659 13905
14 122 930 13918
45 18 288 13931
80 266 1 13943
46 450 360 13956
9 592 817 13969
52 338 425 13982
28 934 179 13995
93 94 931 14008
46 89 271 14020
97 876 127 14033
63 1005 516 14046
77 766 252 14059
20 450 291 14072
44 687 867 14085
100 1065 189 14098
91 563 567 14110
48 57 1390 14123
103 307 336 14136
15 1020 137 14149
103 992 680 14162
2 456 1 14175
47 120 967 14187
35 746 522 14200
66 60 1 14213
48 397 119 14226
59 384 1 14239
75 900 1482 14252
33 223 416 14264
78 430 195 14277
33 7 661 14290
40 171 459 14303
53 1060 90 14316
71 1438 636 14329
81 1248 780 14341
89 1001 1 14354
86 60 743 14367
97 973 772 14380
9 382 347 14393
85 842 670 14406
90 483 1 14419
60 770 157 14431
90 283 1 14444
79 685 758 14457
68 627 350 14470
86 897 1 14483
17 272 426 14496
62 366 244 14508
36 424 393 14521
41 371 1 14534
27 818 1236 14547
45 399 1459 14560
66 382 624 14573
91 35 1020 14585
2 965 591 14598
6 180 729 14611
69 956 1 14624
94 1132 228 14637
81 193 1065 14650
41 565 453 14662
30 198 441 14675
7 1357 81 14688
104 1323 455 14701
44 289 201 14714
10 1261 96 14727
42 1242 849 14740
62 546 991 14752
27 920 644 14765
1 574 220 14778
104 866 79 14791
96 556 389 14804
21 1432 709 14817
97 942 476 14829
22 155 328 14842
58 629 1 14855
10 15 762 14868
2 698 1 14881
21 434 650 14894
12 943 1 14906
44 1237 148 14919
59 56 826 14932
36 421 988 14945
39 376 175 14958
63 295 1 14971
66 471 727 14983
3 1116 432 14996
35 255 224 15009
24 590 314 15022
29 345 495 15035
56 196 69 15048
11 1431 198 15061
52 682 801 15073
28 307 422 15086
89 167 77 15099
4 1138 1 15112
98 439 474 15125
103 422 786 15138
90 798 305 15150
87 964 387 15163
51 907 510 15176
34 450 651 15189
50 1195 458 15202
68 499 434 15215
97 325 1 15227
17 714 1 15240
77 1431 381 15253
73 29 263 15266
2 1006 1497 15279
45 250 1 15292
81 1266 300 15304
39 309 546 15317
70 185 175 15330
74 1125 1 15343
43 1198 376 15356
56 949 138 15369
64 1164 34 15382
85 164 7 15394
48 1406 339 15407
2 1089 1 15420
31 714 390 15433
5 576 279 15446
73 1294 278 15459
18 604 911 15471
50 959 173 15484
40 1162 472 15497
90 12 228 15510
9 1047 289 15523
77 1308 243 15536
54 1327 1280 15548
81 35 542 15561
41 458 1525 15574
9 446 409 15587
58 1122 1 15600
69 1281 289 15613
65 122 310 15626
28 164 391 15638
94 58 813 15651
80 875 1 15664
36 332 891 15677
19 1254 433 15690
39 107 701 15703
14 1175 663 15715
69 1316 1 15728
69 1017 767 15741
4 106 117 15754
48 199 1 15767
89 1102 257 15780
16 289 210 15792
1 552 449 15805
84 1349 312 15818
64 315 788 15831
42 297 562 15844
91 449 151 15857
5 1286 1 15869
12 335 1092 15882
8 966 1 15895
24 765 205 15908
71 206 651 15921
70 1433 934 15934
23 558 302 15947
30 1040 580 15959
91 590 784 15972
9 885 587 15985
93 1180 463 15998
28 900 511 16011
54 799 920 16024
71 55 1 16036
81 73 1 16049
28 349 1210 16062
44 581 299 16075
55 1231 240 16088
66 1136 1170 16101
11 518 1060 16113
36 1251 669 16126
81 542 33 16139
32 609 104 16152
67 1136 561 16165
76 863 203 16178
97 62 330 16190
2 642 33 16203
12 901 1 16216
48 168 513 16229
11 432 239 16242
62 96 1472 16255
81 783 421 16268
64 123 647 16280
103 278 1 16293
41 784 781 16306
21 309 1 16319
103 1022 373 16332
53 723 722 16345
91 1083 711 16357
95 913 596 16370
19 700 555 16383
61 231 1006 16396
65 859 1 16409
40 303 950 16422
6 999 601 16434
44 332 944 16447
94 1369 708 16460
70 1249 1055 16473
16 1014 581 16486
63 826 438 16499
49 27 564 16511
91 104 1505 16524
50 1055 577 16537
79 1358 666 16550
11 694 1 16563
31 686 711 16576
12 302 282 16589
75 504 262 16601
29 894 508 16614
33 519 196 16627
99 236 349 16640
93 152 568 16653
29 821 684 16666
44 95 487 16678
74 1072 508 16691
26 1082 510 16704
27 1336 136 16717
62 636 448 16730
63 942 274 16743
34 104 1193 16755
55 945 468 16768
103 467 1142 16781
4 631 291 16794
85 104 378 16807
15 207 149 16820
25 339 176 16832
40 673 30 16845
42 796 1 16858
64 857 204 16871
75 423 300 16884
56 722 276 16897
46 912 1 16910
49 1069 113 16922
37 799 442 16935
67 1240 300 16948
35 541 214 16961
58 851 549 16974
64 1342 298 16987
80 549 505 16999
14 689 1 17012
13 762 825 17025
72 83 273 17038
88 1346 252 17051
7 818 973 17064
1 1265 297 17076
32 651 585 17089
15 382 387 17102
76 449 335 17115
85 543 774 17128
86 651 587 17141
4 1002 548 17153
52 90 422 17166
47 569 437 17179
20 489 159 17192
17 609 632 17205
48 46 920 17218
12 106 798 17231
86 825 1234 17243
17 433 461 17256
78 1022 481 17269
93 473 1 17282
97 632 619 17295
19 1080 707 17308
99 1178 259 17320
53 945 362 17333
70 1315 1384 17346
60 783 591 17359
49 137 181 17372
104 917 91 17385
16 1152 958 17397
26 294 1054 17410
58 283 1 17423
40 74 1 17436
77 1436 1 17449
6 224 863 17462
75 909 1263 17475
75 1205 519 17487
28 682 732 17500
34 374 527 17513
62 457 1 17526
69 1233 1137 17539
56 695 278 17552
49 419 897 17564
8 403 457 17577
2 558 1 17590
1 174 1001 17603
18 55 1 17616
34 402 393 17629
84 803 108 17641
91 1217 1477 17654
46 1030 1 17667
88 53 1 17680
42 369 823 17693
83 153 1 17706
7 610 1 17718
86 1253 1 17731
28 481 878 17744
52 857 550 17757
104 1240 954 17770
17 632 394 17783
48 420 1 17796
8 1326 1 17808
43 134 191 17821
60 87 373 17834
91 219 110 17847
30 465 86 17860
16 512 981 17873
101 850 421 17885
98 401 677 17898
8 573 210 17911
98 218 591 17924
14 152 583 17937
66 756 405 17950
4 1083 1 17962
99 1376 544 17975
29 1185 236 17988
41 173 120 18001
101 503 815 18014
71 1031 102 18027
58 1225 820 18039
48 1149 52 18052
3 1234 1039 18065
29 330 466 18078
26 931 1 18091
70 286 183 18104
3 1240 1 18117
86 146 241 18129
54 1066 960 18142
2 138 525 18155
61 349 261 18168
27 1257 1 18181
8 1225 1301 18194
14 644 1 18206
30 1119 650 18219
75 369 1 18232
2 1374 882 18245
58 1253 660 18258
6 167 1 18271
56 555 1 18283
9 643 610 18296
13 1263 1 18309
4 289 27 18322
97 74 903 18335
31 238 624 18348
62 577 130 18360
97 142 180 18373
7 1111 1 18386
25 1167 344 18399
16 901 566 18412
101 524 153 18425
74 1443 552 18438
76 671 473 18450
22 933 479 18463
7 968 1 18476
4 586 285 18489
40 707 1054 18502
43 1347 913 18515
91 519 514 18527
90 847 567 18540
51 88 1 18553
3 847 578 18566
42 332 67 18579
32 29 482 18592
67 1173 709 18604
34 255 840 18617
65 773 911 18630
34 190 1 18643
91 115 582 18656
46 669 37 18669
71 1038 153 18681
23 308 836 18694
3 1080 792 18707
56 682 1 18720
38 1423 595 18733
71 334 865 18746
36 105 824 18759
56 1129 550 18771
39 628 955 18784
81 14 814 18797
73 61 707 18810
10 1072 95 18823
95 60 565 18836
63 148 69 18848
87 166 505 18861
71 1329 595 18874
62 858 1 18887
17 1022 872 18900
37 150 342 18913
43 1200 61 18925
16 1371 1 18938
72 715 412 18951
35 338 1 18964
12 318 460 18977
14 222 619 18990
7 237 534 19002
104 165 383 19015
99 1154 186 19028
100 1312 663 19041
46 118 60 19054
20 930 331 19067
66 321 814 19080
75 822 343 19092
18 828 205 19105
14 979 931 19118
31 158 1 19131
6 147 1 19144
33 535 1 19157
3 601 464 19169
29 167 186 19182
49 36 846 19195
78 632 1 19208
83 468 385 19221
30 1059 495 19234
80 772 725 19246
92 663 796 19259
16 651 560 19272
39 1323 923 19285
60 1201 200 19298
25 973 16 19311
22 316 166 19324
90 108 844 19336
86 1022 1 19349
25 221 750 19362
32 1191 678 19375
54 269 732 19388
78 1255 948 19401
2 284 747 19413
73 175 454 19426
35 38 712 19439
44 997 1 19452
84 1012 1191 19465
39 82 340 19478
53 1191 526 19490
64 378 363 19503
88 1432 329 19516
7 383 569 19529
73 1282 319 19542
4 69 46 19555
86 392 9 19567
9 1347 317 19580
60 207 631 19593
33 357 1 19606
68 80 487 19619
87 346 1 19632
62 1267 383 19645
35 1086 389 19657
69 1082 676 19670
84 1061 208 19683
55 331 649 19696
1 233 798 19709
64 45 389 19722
60 757 673 19734
20 941 476 19747
37 1175 31 19760
73 1045 1 19773
21 674 1793 19786
88 710 630 19799
38 126 956 19811
104 1211 741 19824
36 564 601 19837
39 1188 744 19850
86 1057 1 19863
98 807 1 19876
89 493 370 19888
61 179 529 19901
43 912 608 19914
80 8 498 19927
13 71 890 19940
40 1362 1111 19953
93 668 1 19966
45 880 383 19978
78 730 283 19991
58 648 1137 20004
79 90 575 20017
13 1398 193 20030
78 305 724 20043
90 481 1401 20055
70 603 456 20068
23 557 964 20081
6 320 1 20094
87 72 260 20107
51 749 1191 20120
24 62 939 20132
99 547 558 20145
77 383 444 20158
73 1083 1040 20171
38 958 397 20184
87 274 202 20197
104 991 1 20209
13 611 277 20222
14 89 667 20235
21 366 1 20248
59 1251 733 20261
69 583 657 20274
61 1330 238 20287
58 969 1275 20299
89 692 548 20312
38 4 725 20325
88 441 891 20338
17 1338 658 20351
13 663 909 20364
60 380 151 20376
31 688 701 20389
9 984 497 20402
76 250 1 20415
41 1025 267 20428
87 124 553 20441
48 80 449 20453
81 189 678 20466
29 169 791 20479
74 973 165 20492
10 527 1 20505
51 110 56 20518
