87855 22 1498325832
31 905 1691 23040
115 3845 1945 23111
16 1 2000 23182
38 4926 1544 23253
76 6020 691 23324
119 3460 751 23395
21 2803 1655 23466
76 4221 1648 23537
46 5681 1503 23608
45 434 1550 23679
52 5115 1243 23750
54 520 1564 23821
58 3509 1578 23892
118 5783 1892 23963
28 3951 946 24034
85 6160 1620 24105
58 6295 1854 24176
18 1434 1929 24247
89 54 1098 24318
7 5482 1076 24389
51 1757 1502 24460
11 2518 1690 24531
69 1766 1525 24602
120 5856 412 24673
3 562 1499 24744
99 3468 1216 24815
95 2013 1937 24886
84 3639 1497 24957
93 3460 1506 25028
68 3240 1773 25099
43 4034 1656 25170
41 886 1567 25241
30 1369 1893 25312
58 6112 1268 25383
4 209 2000 25454
2 3170 1958 25524
44 4480 2000 25595
112 2979 754 25666
115 3706 1769 25737
18 469 521 25808
93 3153 1684 25879
95 4320 2000 25950
96 399 1410 26021
99 4592 1600 26092
2 2136 882 26163
22 2984 1203 26234
90 142 1708 26305
88 3119 1330 26376
51 3961 1724 26447
74 2865 1232 26518
62 1913 1644 26589
115 1434 1270 26660
69 2481 1588 26731
20 1041 1212 26802
99 3771 1471 26873
53 3297 1982 26944
60 5909 1992 27015
69 2794 1739 27086
112 248 2000 27157
36 3625 870 27228
94 5619 2000 27299
109 1973 1464 27370
122 4265 1366 27441
41 249 928 27512
6 2061 1213 27583
40 1558 1760 27654
17 1870 1877 27725
55 1280 1360 27796
119 4764 2000 27867
99 5158 1873 27938
70 2166 1277 28009
47 1260 1986 28080
103 2830 1562 28151
110 48 548 28222
81 82 1715 28293
18 3908 1136 28364
35 1716 2000 28434
42 2335 1044 28505
80 886 439 28576
79 4299 2000 28647
102 2296 2000 28718
10 401 1 28789
78 3453 1309 28860
87 5878 1766 28931
120 6671 1312 29002
87 5755 1151 29073
76 984 1159 29144
121 594 2000 29215
82 254 2000 29286
67 3013 1210 29357
92 2895 2000 29428
16 4661 1770 29499
90 1639 803 29570
15 567 1180 29641
46 1298 1734 29712
87 344 2000 29783
122 2336 2000 29854
100 1154 1650 29925
78 6053 1391 29996
81 5370 1641 30067
26 1966 2000 30138
47 1342 1276 30209
46 532 1314 30280
38 839 1901 30351
61 6433 1469 30422
69 3769 1799 30493
92 3230 1817 30564
84 1239 1775 30635
71 1967 939 30706
52 2157 761 30777
23 3650 1581 30848
16 1771 2000 30919
113 1495 687 30990
31 2918 2000 31061
59 814 1912 31132
46 2670 1132 31203
32 4103 1412 31274
29 6665 1978 31344
80 3614 1329 31415
49 3944 1928 31486
94 3844 159 31557
12 4633 1436 31628
59 2301 1414 31699
62 2727 2000 31770
43 6627 810 31841
70 3126 1605 31912
101 884 961 31983
89 115 1318 32054
68 1572 1707 32125
109 2276 2000 32196
52 4866 2000 32267
1 1268 1364 32338
56 2170 1487 32409
70 3299 2000 32480
51 5746 1019 32551
123 2092 1742 32622
31 5897 1630 32693
83 2021 1842 32764
96 3417 1691 32835
67 723 1093 32906
118 1774 1482 32977
56 4775 1574 33048
59 5979 1513 33119
9 70 1222 33190
113 186 1867 33261
73 176 504 33332
46 224 687 33403
21 137 1553 33474
77 504 1996 33545
11 2069 1095 33616
87 130 1967 33687
121 1160 1352 33758
97 3966 1348 33829
19 3343 731 33900
84 2655 1365 33971
115 4332 1751 34042
39 4195 2000 34113
2 4304 1369 34184
37 2417 1659 34254
23 1143 978 34325
117 458 1247 34396
44 6661 1742 34467
18 5095 1286 34538
6 4484 1038 34609
121 2271 1250 34680
76 622 183 34751
70 477 653 34822
120 5426 1291 34893
40 1146 2000 34964
84 1967 1213 35035
45 3087 1549 35106
39 3751 1795 35177
123 927 1655 35248
94 5139 1020 35319
12 113 1741 35390
10 3428 1637 35461
91 2243 794 35532
96 4363 1039 35603
21 183 2000 35674
61 1595 2000 35745
75 1376 1529 35816
121 3329 1560 35887
18 3584 1142 35958
46 2134 1443 36029
118 1905 1249 36100
44 630 1442 36171
95 790 1513 36242
42 158 857 36313
45 6585 1598 36384
90 3285 1549 36455
59 483 2000 36526
4 5024 1300 36597
119 283 2000 36668
59 68 1786 36739
101 3802 1145 36810
77 3152 1305 36881
27 5478 1443 36952
79 3912 2000 37023
26 4019 2000 37094
69 5571 927 37164
117 5550 1123 37235
48 263 2000 37306
80 4791 2000 37377
120 5048 2000 37448
34 2475 882 37519
115 5295 1473 37590
105 3379 1809 37661
89 547 2000 37732
21 3567 2000 37803
9 6647 1763 37874
109 1896 1291 37945
113 6065 1363 38016
83 1076 1758 38087
118 6266 2000 38158
21 467 2000 38229
31 1312 1265 38300
12 5786 2000 38371
49 4097 696 38442
40 2119 1674 38513
86 3928 2000 38584
60 774 1293 38655
96 1063 1174 38726
46 1245 636 38797
107 3457 1431 38868
45 2726 1536 38939
30 6025 1838 39010
117 4812 1790 39081
25 3283 1771 39152
24 5468 1068 39223
72 2123 2000 39294
59 791 1766 39365
114 3297 2000 39436
116 1482 1562 39507
89 1199 1660 39578
109 2698 798 39649
10 1910 820 39720
90 737 659 39791
80 3218 1158 39862
44 6306 2000 39933
116 1464 1803 40004
48 5044 1676 40074
46 1889 2000 40145
9 6013 1206 40216
91 6149 1105 40287
72 6095 972 40358
52 1340 1498 40429
112 4347 1835 40500
94 2166 647 40571
38 423 1000 40642
54 2317 1032 40713
44 827 707 40784
71 2538 1087 40855
2 3727 936 40926
12 4844 1371 40997
39 481 2000 41068
51 765 1909 41139
22 5428 1195 41210
60 1007 2000 41281
86 5538 2000 41352
54 6613 1403 41423
17 4445 2000 41494
15 4415 1738 41565
109 5460 1995 41636
73 1594 2000 41707
99 755 362 41778
88 5276 2000 41849
49 5814 1612 41920
102 2585 1149 41991
22 4606 939 42062
107 1880 2000 42133
42 5727 2000 42204
122 4811 1226 42275
30 3095 1966 42346
114 5674 1996 42417
53 336 1473 42488
97 2494 2000 42559
1 3162 1605 42630
30 2555 1148 42701
53 1621 1867 42772
8 972 1346 42843
5 1495 1148 42914
63 3966 896 42984
13 6316 2000 43055
35 5646 2000 43126
5 191 1082 43197
13 4889 1464 43268
13 4474 1380 43339
107 5482 822 43410
69 3252 1788 43481
112 5362 1350 43552
47 1133 2000 43623
15 999 2000 43694
38 538 2000 43765
75 5003 1756 43836
9 1417 2000 43907
97 2174 1855 43978
110 4774 1020 44049
80 3441 1083 44120
1 4586 1414 44191
78 892 1623 44262
84 4213 738 44333
101 871 1599 44404
2 4818 1708 44475
63 5834 1378 44546
50 1267 1221 44617
122 6609 858 44688
54 2192 1470 44759
59 6188 1413 44830
75 2219 1706 44901
46 129 1938 44972
66 1404 831 45043
75 173 1746 45114
56 1542 701 45185
42 4130 693 45256
113 2148 1521 45327
12 5951 1053 45398
10 6309 1385 45469
111 1119 872 45540
14 677 1066 45611
78 1074 1762 45682
6 4662 1500 45753
13 5910 2000 45824
41 4526 2000 45894
97 4846 1189 45965
60 411 1668 46036
91 3038 1293 46107
105 972 853 46178
90 1896 1116 46249
94 1948 985 46320
90 6429 1268 46391
82 5764 1064 46462
88 1235 1482 46533
60 1774 1842 46604
2 493 1348 46675
61 2757 1034 46746
58 4493 1644 46817
33 1659 1903 46888
24 40 492 46959
78 1567 1446 47030
3 1967 1347 47101
70 5299 1621 47172
87 99 1767 47243
111 127 2000 47314
90 3713 1810 47385
12 3397 1520 47456
15 3168 2000 47527
101 530 285 47598
88 1284 2000 47669
83 331 1381 47740
64 1339 1250 47811
51 1224 1165 47882
123 2111 1655 47953
78 6220 1926 48024
97 5430 806 48095
81 2345 2000 48166
17 6242 1281 48237
47 3479 1880 48308
54 2832 2000 48379
105 2299 1617 48450
42 1943 1021 48521
64 5088 1465 48592
40 1455 1348 48663
58 6293 1518 48734
102 2783 301 48804
17 497 1254 48875
51 3159 1095 48946
8 3419 1292 49017
45 385 1476 49088
63 785 949 49159
95 4300 1228 49230
27 6569 1206 49301
3 5489 1006 49372
19 1425 1209 49443
73 4645 1911 49514
29 4474 686 49585
34 2107 765 49656
84 4669 1693 49727
77 5175 2000 49798
71 5836 1472 49869
63 38 1696 49940
67 239 2000 50011
53 2419 2000 50082
23 453 1403 50153
7 2454 1413 50224
6 3732 1390 50295
102 3193 1077 50366
118 6060 1404 50437
107 4615 1927 50508
75 6058 1856 50579
59 6303 2000 50650
62 651 1192 50721
78 2328 1335 50792
10 2439 2000 50863
123 4372 604 50934
44 5131 2000 51005
10 4629 1131 51076
47 4320 680 51147
45 1593 2000 51218
89 6190 888 51289
30 1460 911 51360
12 3032 768 51431
86 1553 1969 51502
52 2246 1367 51573
84 258 1863 51644
82 4150 1611 51714
3 4829 1140 51785
26 5770 2000 51856
67 1437 1320 51927
75 2414 1455 51998
104 4527 1010 52069
116 568 2000 52140
21 3317 1683 52211
16 2853 1351 52282
84 6278 1210 52353
17 5937 1009 52424
37 2656 1982 52495
112 2123 1440 52566
11 3699 1027 52637
83 4377 876 52708
62 149 964 52779
59 1438 1194 52850
70 5403 998 52921
77 1648 1295 52992
110 3739 1461 53063
95 3807 1720 53134
29 1332 1440 53205
67 845 1295 53276
17 66 1802 53347
98 6087 1332 53418
106 4747 1900 53489
83 2894 1622 53560
20 4173 1223 53631
115 1084 1291 53702
24 1179 2000 53773
42 186 758 53844
43 1560 874 53915
98 133 1640 53986
61 3914 1507 54057
98 566 183 54128
36 590 1851 54199
22 56 810 54270
32 5572 1384 54341
123 6153 1628 54412
113 2101 1487 54483
3 668 685 54554
117 3031 877 54624
54 4511 1253 54695
123 287 749 54766
60 4114 1302 54837
117 2173 1147 54908
121 1318 1041 54979
22 2906 1207 55050
100 1169 1125 55121
63 3047 1571 55192
114 4687 1220 55263
62 1907 1282 55334
61 2888 1856 55405
35 3709 1256 55476
120 111 1919 55547
60 1681 1275 55618
96 6224 1915 55689
77 5613 1648 55760
42 902 1468 55831
25 5206 1216 55902
71 158 1502 55973
59 586 726 56044
8 4549 2000 56115
46 536 2000 56186
123 1521 1960 56257
94 3795 1668 56328
55 1203 531 56399
43 1051 2000 56470
102 680 1933 56541
28 59 480 56612
64 6412 798 56683
7 2012 901 56754
120 2310 1785 56825
27 2516 1361 56896
62 223 1273 56967
79 4457 2000 57038
71 40 1722 57109
31 2241 1187 57180
30 4822 1838 57251
118 624 766 57322
20 2956 1697 57393
114 4117 1127 57464
47 4987 366 57534
109 1383 939 57605
14 6283 1993 57676
58 1751 1083 57747
68 2523 1315 57818
4 3387 1390 57889
100 1185 2000 57960
19 725 791 58031
7 2271 1242 58102
23 6601 1180 58173
14 205 2000 58244
34 2091 646 58315
78 3244 1620 58386
52 5888 2000 58457
8 869 1960 58528
20 3782 275 58599
90 370 1270 58670
58 634 1973 58741
108 6 1368 58812
73 3264 1511 58883
19 5956 1724 58954
13 1506 1036 59025
99 2035 1192 59096
103 1971 2000 59167
65 1885 1100 59238
112 3166 1079 59309
33 5526 1985 59380
68 1696 1615 59451
91 6306 1810 59522
100 3233 528 59593
50 5700 1050 59664
83 1297 1075 59735
46 4116 1683 59806
39 2175 689 59877
17 1118 2000 59948
13 11 1978 60019
78 622 1194 60090
29 712 2000 60161
97 4645 1735 60232
75 5399 824 60303
21 4266 2000 60374
44 3833 1522 60444
62 78 1309 60515
96 1829 2000 60586
84 5451 666 60657
123 2351 403 60728
97 2173 1834 60799
102 1442 1480 60870
116 467 1697 60941
57 3268 1380 61012
34 749 1836 61083
81 6097 1579 61154
70 6371 1157 61225
119 5702 2000 61296
64 1211 2000 61367
103 4540 1718 61438
97 1661 2000 61509
38 2391 1179 61580
55 3903 1734 61651
115 2355 1790 61722
118 2963 1750 61793
116 950 1337 61864
83 4721 1505 61935
121 1788 1300 62006
19 5702 1588 62077
13 6520 768 62148
47 573 2000 62219
78 4950 1715 62290
42 1489 1368 62361
12 3357 1878 62432
70 860 1546 62503
79 3015 2000 62574
59 193 1914 62645
87 4334 2000 62716
34 2014 1254 62787
82 3258 611 62858
13 2407 1587 62929
28 2149 1343 63000
44 5782 1446 63071
69 3907 1079 63142
31 5138 2000 63213
84 2545 1838 63284
104 3222 883 63354
1 6377 1028 63425
114 1743 1063 63496
7 16 1993 63567
77 218 1910 63638
113 785 954 63709
108 1223 887 63780
117 2023 1224 63851
34 4302 1713 63922
100 195 1468 63993
97 5627 2000 64064
26 3146 1856 64135
57 1042 1394 64206
105 2166 932 64277
96 1493 1850 64348
5 1523 1482 64419
43 678 1938 64490
105 3103 1794 64561
69 2222 1308 64632
120 5832 1001 64703
114 305 1243 64774
57 5414 1599 64845
69 4145 981 64916
31 6002 939 64987
80 2041 1611 65058
25 2570 1300 65129
16 3133 956 65200
100 3042 2000 65271
107 4500 1393 65342
18 2640 1837 65413
54 3646 1663 65484
4 6353 1569 65555
12 5317 888 65626
78 2171 1971 65697
81 2218 1422 65768
121 2500 1359 65839
25 2299 1953 65910
113 3040 1870 65981
20 1121 1323 66052
19 4908 1471 66123
84 2244 639 66194
40 3473 2000 66264
86 3251 1239 66335
79 1364 1758 66406
113 1407 1790 66477
28 454 1541 66548
27 317 1851 66619
15 4343 639 66690
90 1733 1245 66761
26 2288 290 66832
115 642 1401 66903
23 4158 1577 66974
13 4009 651 67045
107 1265 1964 67116
24 239 1088 67187
29 407 499 67258
119 2647 1684 67329
37 1353 1180 67400
48 3308 723 67471
66 3856 1843 67542
17 13 1740 67613
68 5625 1286 67684
118 5538 1362 67755
3 4149 1471 67826
76 69 2000 67897
12 404 1796 67968
66 3010 1802 68039
68 4213 1321 68110
112 1336 1946 68181
3 3027 1284 68252
103 635 1435 68323
14 3157 1475 68394
45 4292 1025 68465
42 6179 1059 68536
116 3597 2000 68607
50 918 748 68678
17 3679 1879 68749
27 1248 2000 68820
120 1371 2000 68891
73 4220 1933 68962
87 703 2000 69033
66 66 1717 69104
2 2056 2000 69174
122 1867 1905 69245
113 4717 1918 69316
94 2505 1283 69387
92 6521 1450 69458
89 5027 1797 69529
111 1592 2000 69600
38 2943 1477 69671
73 2232 904 69742
23 4507 1613 69813
99 1199 1434 69884
106 4217 2000 69955
55 1307 1734 70026
118 1462 2000 70097
102 4333 1286 70168
26 1184 1511 70239
47 4390 1370 70310
66 5471 1391 70381
24 494 1675 70452
104 2774 1433 70523
56 5338 1335 70594
49 5067 1952 70665
18 1109 1588 70736
87 1892 1004 70807
16 1167 1306 70878
59 4101 1245 70949
100 6185 1918 71020
24 2884 2000 71091
30 1817 1942 71162
96 4226 1128 71233
118 529 1117 71304
81 197 1024 71375
73 6266 1073 71446
70 897 206 71517
20 2982 846 71588
91 1433 2000 71659
11 2659 632 71730
117 1437 2000 71801
60 1286 1035 71872
108 1304 1636 71943
40 565 2000 72014
105 4940 1400 72084
47 488 1343 72155
76 3188 897 72226
30 976 1107 72297
123 3955 642 72368
7 4963 2000 72439
34 15 1081 72510
27 4894 1870 72581
71 1654 1221 72652
8 1256 2000 72723
13 1628 807 72794
89 3682 2000 72865
54 3274 1482 72936
80 174 1566 73007
119 4827 1363 73078
54 1521 1576 73149
108 4127 1991 73220
52 5458 1619 73291
121 1238 1130 73362
7 5318 1896 73433
2 2297 1071 73504
49 1937 425 73575
103 6399 1403 73646
58 3251 1335 73717
58 2513 1394 73788
35 3057 1835 73859
107 3637 1818 73930
25 447 2000 74001
44 298 1259 74072
70 4813 1292 74143
108 2769 1648 74214
103 2289 1973 74285
106 1489 2000 74356
97 4363 782 74427
85 6509 1460 74498
71 3205 1641 74569
12 4349 1011 74640
123 6593 1892 74711
86 3875 1483 74782
13 531 2000 74853
43 5413 2000 74924
43 1190 526 74994
27 2797 1689 75065
115 1476 1335 75136
45 30 1566 75207
107 1128 1316 75278
76 1055 2000 75349
69 1758 1500 75420
112 776 1850 75491
44 1547 1195 75562
17 5298 1134 75633
13 40 1574 75704
31 1540 1565 75775
116 1745 1344 75846
20 3715 1622 75917
105 6285 931 75988
92 129 1939 76059
75 418 1468 76130
84 1465 1171 76201
48 6197 1098 76272
70 3792 1569 76343
19 1561 1364 76414
4 323 2000 76485
36 6442 777 76556
46 851 1425 76627
106 2960 1069 76698
30 58 1208 76769
91 3169 1770 76840
44 1428 145 76911
48 6141 2000 76982
119 928 1579 77053
59 5387 1797 77124
46 6569 1382 77195
34 4213 2000 77266
23 177 1066 77337
5 3831 1611 77408
82 648 1040 77479
9 1676 1128 77550
75 1555 1551 77621
42 6380 1749 77692
17 4717 1936 77763
44 4599 1123 77834
51 5618 1608 77904
46 995 1922 77975
52 5769 1456 78046
116 1281 1901 78117
27 4850 2000 78188
7 535 1851 78259
90 977 1877 78330
34 1218 1916 78401
100 482 1183 78472
89 2724 686 78543
121 4953 970 78614
55 1952 1308 78685
56 2725 1445 78756
57 1637 1245 78827
73 2267 1854 78898
5 6524 2000 78969
111 2425 2000 79040
32 1566 1575 79111
65 2809 1531 79182
112 637 1999 79253
58 1285 1653 79324
2 5808 1324 79395
24 236 1442 79466
98 4297 1715 79537
111 2117 1465 79608
69 5063 1418 79679
29 490 1983 79750
82 383 1744 79821
27 525 1220 79892
68 5200 1151 79963
78 4680 1593 80034
71 3726 1336 80105
60 2825 1325 80176
121 738 1185 80247
4 5917 1250 80318
107 4458 1219 80389
21 223 1560 80460
1 3109 2000 80531
49 946 2000 80602
94 5921 2000 80673
21 5199 752 80744
18 2496 1685 80814
116 3307 1825 80885
40 193 1662 80956
93 3139 2000 81027
79 446 1950 81098
8 2306 2000 81169
38 790 1533 81240
110 6181 1393 81311
123 464 1016 81382
50 2261 1321 81453
47 2751 1593 81524
26 3456 1563 81595
108 3843 1876 81666
72 232 1054 81737
51 4248 1315 81808
75 302 1906 81879
73 3396 2000 81950
101 3005 1457 82021
122 1472 1025 82092
59 5246 1645 82163
10 6291 1214 82234
45 2169 960 82305
22 1090 1020 82376
8 305 1958 82447
83 3033 1657 82518
112 1799 1233 82589
115 6238 1153 82660
41 61 508 82731
37 874 1309 82802
43 3822 1790 82873
32 233 1402 82944
86 4563 687 83015
59 5060 477 83086
2 4318 1809 83157
93 2870 1995 83228
16 4990 2000 83299
104 2487 1593 83370
99 4528 1290 83441
119 1209 1421 83512
72 2847 1589 83583
110 2875 1475 83654
84 2729 1356 83724
53 2395 1741 83795
119 1959 2000 83866
120 2434 1586 83937
85 5043 1495 84008
46 1533 1563 84079
65 4568 1540 84150
30 934 711 84221
47 6291 937 84292
103 2264 2000 84363
60 1792 2000 84434
31 707 711 84505
29 5690 1460 84576
42 2173 2000 84647
117 1089 2000 84718
61 1871 1856 84789
50 2416 1388 84860
91 1455 1458 84931
102 2390 1670 85002
52 2090 2000 85073
6 3652 936 85144
97 248 910 85215
8 4235 1574 85286
105 1886 1768 85357
117 5737 1542 85428
71 2287 1435 85499
72 2333 702 85570
57 2589 2000 85641
97 1648 1308 85712
33 3823 623 85783
119 3131 2000 85854
32 5347 1034 85925
6 5080 1265 85996
79 239 1311 86067
33 2901 1138 86138
89 1139 1416 86209
114 2770 1441 86280
112 2144 1624 86351
77 2702 1378 86422
1 4146 1417 86493
32 19 1278 86564
13 3141 1067 86635
2 2527 1655 86705
69 3775 1270 86776
31 1361 1627 86847
50 2221 1015 86918
101 6218 1530 86989
65 1021 815 87060
111 4538 1452 87131
123 3033 997 87202
112 1692 1164 87273
21 2451 648 87344
7 3272 1669 87415
7 2958 425 87486
121 5841 2000 87557
100 4706 1651 87628
21 2441 1544 87699
52 4295 1484 87770
15 5817 2000 87841
26 4121 1970 87912
74 3446 1645 87983
70 1107 2000 88054
60 457 1173 88125
36 1311 1460 88196
72 545 1955 88267
93 410 1210 88338
84 6647 1351 88409
107 3342 1172 88480
54 4327 1859 88551
118 1085 1175 88622
6 1896 1189 88693
6 3460 1236 88764
120 6014 2000 88835
48 2220 1246 88906
101 4285 1134 88977
79 1493 1678 89048
42 2105 1383 89119
84 4866 1485 89190
56 4146 1251 89261
84 6497 1448 89332
4 527 885 89403
77 428 1465 89474
46 4334 1705 89545
105 4588 1088 89615
81 3996 1551 89686
92 2425 1751 89757
19 3606 1307 89828
112 2444 1240 89899
57 1359 1940 89970
64 3433 2000 90041
108 5536 1604 90112
79 5232 1858 90183
40 2626 1802 90254
34 5031 1860 90325
9 2575 1859 90396
13 2565 1127 90467
95 4010 1859 90538
9 885 1526 90609
94 1889 1499 90680
17 3024 1492 90751
3 5048 1770 90822
60 5236 1267 90893
103 2880 796 90964
45 4507 1155 91035
82 690 1029 91106
50 1529 2000 91177
35 1151 2000 91248
3 4153 1095 91319
98 1928 1376 91390
103 6029 1531 91461
52 5030 783 91532
112 1509 1454 91603
102 1582 1337 91674
73 2122 1726 91745
25 2683 1363 91816
93 2076 1871 91887
84 4677 662 91958
99 3258 912 92029
93 2825 769 92100
34 1751 1647 92171
116 2902 1967 92242
16 3942 2000 92313
97 3089 1805 92384
61 3339 1465 92455
103 2089 1505 92525
47 2818 2000 92596
58 3735 1988 92667
115 1595 2000 92738
62 3890 2000 92809
20 249 2000 92880
14 3978 1308 92951
76 2331 1228 93022
82 4538 1281 93093
7 4514 1789 93164
10 1864 1901 93235
33 3412 2000 93306
19 2158 795 93377
73 168 1413 93448
55 4121 740 93519
48 1103 200 93590
15 4608 2000 93661
45 412 1857 93732
96 4599 848 93803
111 5045 1872 93874
75 4975 994 93945
89 3018 2000 94016
53 790 1705 94087
90 2253 960 94158
117 6512 1822 94229
5 4984 1064 94300
5 730 1735 94371
15 942 1793 94442
23 3255 1417 94513
116 437 1883 94584
6 1926 1846 94655
72 6499 1913 94726
79 3506 2000 94797
77 3902 1152 94868
3 6330 846 94939
14 647 981 95010
47 2028 1533 95081
14 3597 1555 95152
54 3899 1574 95223
8 3772 1141 95294
71 5118 445 95365
26 5196 525 95435
34 1712 1475 95506
117 267 1539 95577
68 2946 1332 95648
84 38 44 95719
56 3703 2000 95790
102 1964 995 95861
72 170 1245 95932
36 4341 1568 96003
63 2774 2000 96074
4 4126 944 96145
54 940 1617 96216
122 1966 2000 96287
73 5513 1711 96358
4 4976 1353 96429
101 6516 1992 96500
57 3446 1999 96571
29 1955 512 96642
29 4090 1776 96713
7 6516 1277 96784
77 381 1765 96855
13 3618 1011 96926
35 5974 1405 96997
29 863 1063 97068
83 4174 1516 97139
39 472 1133 97210
89 5581 967 97281
119 2571 2000 97352
103 1955 1885 97423
66 1462 1192 97494
33 3126 1846 97565
109 4066 1885 97636
