33735 2 144139129
2 2558 1830 229467
10 2454 570 230471
3 1709 1074 231476
4 2040 1376 232480
1 307 2000 233484
2 220 1768 234489
6 2826 2000 235493
7 2002 1050 236497
6 661 328 237502
2 188 2000 238506
9 2092 2000 239510
7 701 1065 240515
5 780 839 241519
5 750 349 242523
10 990 951 243528
9 1967 1 244532
5 707 1561 245536
9 3022 2000 246541
2 2154 216 247545
7 3061 993 248549
11 2323 588 249554
1 1138 2000 250558
10 406 1097 251562
2 2121 2000 252567
3 283 675 253571
10 2344 1954 254575
1 388 1516 255580
4 20 1754 256584
6 709 870 257588
2 2698 741 258593
6 146 1350 259597
3 2972 799 260601
4 2171 305 261606
5 1160 1525 262610
2 595 2000 263614
8 1180 928 264619
1 3117 564 265623
3 400 1508 266627
4 1987 1347 267632
7 3412 421 268636
6 1717 935 269640
7 2310 2000 270645
11 3170 2000 271649
9 1863 1058 272653
4 3362 1242 273658
10 2662 728 274662
4 2783 548 275666
10 3532 1523 276671
11 1407 1721 277675
10 2162 1084 278679
5 62 2000 279684
10 1899 381 280688
11 2203 784 281692
7 170 1059 282697
9 2702 1192 283701
7 3380 2000 284705
1 3601 1868 285710
7 1748 498 286714
5 8 1428 287718
3 683 822 288723
1 105 1573 289727
9 3396 452 290731
3 3267 928 291736
2 1221 1324 292740
6 893 2000 293744
10 49 1 294749
3 453 580 295753
6 2158 1242 296757
2 1116 2000 297762
9 3517 1413 298766
7 2101 530 299770
2 1231 1 300775
7 2650 259 301779
5 2011 534 302783
8 159 1880 303788
7 1340 1304 304792
11 1280 834 305796
11 20 2000 306801
11 3594 782 307805
11 2913 454 308809
3 2266 1136 309814
3 1537 1753 310818
8 212 1727 311822
2 3338 2000 312827
2 759 1 313831
11 1088 648 314835
9 352 1476 315840
8 1941 1694 316844
1 2160 939 317848
5 242 1273 318853
9 1164 965 319857
1 94 1336 320861
3 3661 848 321866
7 2688 1816 322870
2 1506 722 323874
4 1186 230 324879
4 605 723 325883
1 1890 1236 326887
2 414 1573 327892
9 2951 1 328896
1 1183 944 329900
9 3401 1 330905
7 2066 1164 331909
6 2422 85 332913
6 91 157 333918
2 235 1041 334922
1 1239 1569 335926
8 417 556 336931
1 974 1608 337935
7 2147 259 338939
4 267 493 339944
11 1717 1 340948
8 2072 2000 341952
1 2381 1444 342957
7 736 1 343961
6 329 1630 344966
9 429 2000 345970
4 1532 643 346974
4 177 1188 347979
4 3470 1220 348983
8 688 1 349987
2 2379 2000 350992
4 1583 986 351996
6 604 1 353000
4 875 1659 354005
10 2472 1383 355009
6 130 1815 356013
11 3591 854 357018
11 2652 1064 358022
10 3514 1113 359026
9 2426 1 360031
3 1199 1508 361035
10 251 2000 362039
4 3117 894 363044
1 1294 1 364048
7 1094 770 365052
2 1061 314 366057
9 2364 145 367061
2 107 1381 368065
11 1764 1060 369070
3 2313 540 370074
6 134 494 371078
4 352 1 372083
6 3341 1062 373087
5 1060 2000 374091
7 3610 849 375096
10 1559 2000 376100
6 1960 1457 377104
10 35 357 378109
2 2694 907 379113
3 556 1074 380117
7 930 1566 381122
6 2364 485 382126
4 1535 1464 383130
11 2108 412 384135
10 3589 240 385139
1 3522 1967 386143
10 2312 1828 387148
3 3589 1550 388152
2 1288 1436 389156
11 1824 2000 390161
1 656 1207 391165
3 959 1193 392169
6 166 1004 393174
2 3228 1505 394178
9 1219 1550 395182
9 3312 729 396187
5 3039 48 397191
11 63 1253 398195
4 3584 657 399200
5 1037 1695 400204
8 2521 790 401208
8 405 177 402213
2 1142 1555 403217
10 2133 188 404221
6 682 696 405226
4 8 2000 406230
3 3601 865 407234
8 910 1 408239
7 2151 2000 409243
8 2346 1820 410247
8 1658 1358 411252
10 666 1078 412256
2 248 1082 413260
9 2684 862 414265
1 3160 2000 415269
10 810 1555 416273
5 425 20 417278
9 3168 301 418282
4 823 442 419286
11 204 1234 420291
9 1428 1220 421295
4 1040 1912 422299
3 836 1 423304
10 389 554 424308
10 2574 1921 425312
5 66 1781 426317
8 76 1 427321
7 1298 519 428325
9 2133 2000 429330
7 2351 1 430334
7 3373 2000 431338
4 3036 345 432343
6 2327 884 433347
4 2240 1015 434351
10 1128 812 435356
9 3556 1148 436360
5 1887 1806 437364
11 385 1261 438369
2 893 610 439373
9 150 1396 440377
2 576 1971 441382
2 1741 1 442386
3 1409 2000 443390
10 3500 215 444395
8 1279 741 445399
6 309 24 446403
8 377 1699 447408
11 442 1085 448412
11 370 25 449416
6 3222 954 450421
9 3233 2000 451425
7 2270 846 452429
10 3644 1394 453434
8 3048 779 454438
9 2058 423 455442
10 52 1915 456447
9 1506 1977 457451
3 3226 1530 458455
1 2027 879 459460
6 1021 1484 460464
5 3122 1028 461468
9 604 1 462473
3 1816 2000 463477
3 738 1143 464481
10 3179 1526 465486
6 861 871 466490
4 3336 1 467494
7 275 2000 468499
4 136 2000 469503
3 1651 993 470507
1 3462 1 471512
5 2609 342 472516
6 1233 2000 473520
9 927 351 474525
2 708 2000 475529
5 1733 2000 476533
7 2725 1029 477538
6 569 1248 478542
9 3048 83 479546
7 405 1701 480551
2 2418 1398 481555
6 2356 1099 482559
5 2698 2000 483564
6 3111 661 484568
1 700 1280 485572
2 880 371 486577
9 2882 1683 487581
11 1112 41 488585
9 69 1273 489590
1 3360 2000 490594
6 1565 2000 491598
5 454 1317 492603
5 2915 1082 493607
8 539 1855 494611
9 2624 2000 495616
1 1371 1228 496620
5 1798 135 497624
1 1666 2000 498629
2 2587 773 499633
1 1524 1418 500637
6 3019 538 501642
10 1454 1461 502646
9 1909 1113 503650
1 3232 1661 504655
10 75 1153 505659
5 300 176 506663
10 2431 1716 507668
7 210 1669 508672
8 2964 1097 509676
4 2786 1020 510681
5 2669 562 511685
9 3563 1 512689
10 670 213 513694
11 384 767 514698
5 2935 118 515702
8 2824 254 516707
6 1778 310 517711
11 3214 714 518715
10 914 175 519720
2 2586 1514 520724
1 1881 1575 521728
1 2103 1 522733
3 762 1925 523737
4 1581 103 524741
5 1153 638 525746
11 1417 610 526750
3 2655 749 527754
6 829 1801 528759
9 3278 1364 529763
3 2090 1283 530767
7 678 405 531772
2 1247 614 532776
10 3133 588 533780
5 1026 1441 534785
10 3216 1 535789
1 372 1 536793
10 2136 1943 537798
3 2801 2000 538802
6 2759 2000 539806
3 1147 725 540811
8 653 2000 541815
10 741 1 542819
5 1449 1682 543824
8 208 2000 544828
8 765 250 545832
5 1957 2000 546837
5 1295 1526 547841
2 2222 965 548845
4 3473 607 549850
8 334 1589 550854
1 1867 1062 551858
5 544 1191 552863
7 395 1 553867
11 247 1229 554871
6 68 35 555876
7 1113 2000 556880
6 2523 572 557884
4 3219 1939 558889
10 330 1922 559893
5 2039 448 560897
10 199 1231 561902
8 1901 724 562906
1 2679 1512 563910
7 2152 1 564915
3 1334 341 565919
6 549 2000 566923
6 2462 1 567928
6 718 1282 568932
11 2565 2000 569936
10 2523 1896 570941
11 113 1418 571945
5 518 848 572949
7 2279 2000 573954
5 2570 1168 574958
3 2434 1445 575962
5 1902 1273 576967
4 928 1659 577971
7 149 371 578975
5 1871 2000 579980
6 3103 1 580984
5 90 1238 581988
2 1015 2000 582993
4 1157 1559 583997
2 2090 1910 585001
5 1371 1529 586006
11 2475 1275 587010
4 1492 2000 588014
1 475 559 589019
3 774 1109 590023
3 3193 905 591027
1 1389 555 592032
9 562 901 593036
11 267 2000 594040
1 987 1519 595045
5 2924 1318 596049
1 1265 429 597053
10 574 1524 598058
9 659 1046 599062
9 1934 1427 600066
5 2685 1321 601071
4 1030 1 602075
3 263 2000 603079
8 1983 2000 604084
10 736 2000 605088
2 1480 236 606092
7 424 1743 607097
1 576 1091 608101
3 1219 1434 609105
1 2048 1419 610110
9 1861 1095 611114
7 1371 692 612118
3 2220 679 613123
10 498 1367 614127
8 500 1 615131
2 1942 2000 616136
1 1349 1518 617140
2 1345 1 618144
10 910 2000 619149
1 943 748 620153
8 1973 2000 621157
8 2309 2000 622162
11 1781 1025 623166
9 182 2000 624170
1 3248 1 625175
9 307 376 626179
4 195 2000 627183
5 177 70 628188
5 395 1995 629192
4 1029 2000 630196
7 80 2000 631201
1 1686 399 632205
7 1346 1052 633209
7 46 1906 634214
3 1910 1610 635218
2 587 463 636222
11 576 1143 637227
2 2733 2000 638231
5 1130 772 639235
8 1540 2000 640240
8 3 1174 641244
2 2686 322 642248
1 3319 1045 643253
10 1230 2000 644257
5 1633 1126 645261
8 606 2000 646266
11 2679 2000 647270
8 693 1017 648274
11 1016 413 649279
8 869 799 650283
9 1594 1866 651287
9 1389 513 652292
10 742 1133 653296
11 160 1727 654300
11 2117 1 655305
10 146 254 656309
5 1576 1 657313
6 1742 1063 658318
9 2881 20 659322
10 1007 1866 660326
10 2237 1288 661331
5 3082 1501 662335
2 3433 2000 663339
5 1004 2000 664344
11 2364 2000 665348
9 1209 949 666352
11 2220 678 667357
3 3185 668 668361
6 2850 1926 669365
1 3038 750 670370
3 1497 20 671374
11 805 1359 672378
2 29 361 673383
10 1223 1324 674387
6 2738 1582 675391
6 2131 846 676396
5 410 162 677400
11 3547 326 678404
9 799 599 679409
2 2772 163 680413
6 3368 1495 681417
8 1520 1605 682422
1 1956 2000 683426
10 1403 263 684430
10 46 1 685435
2 3039 1901 686439
6 619 990 687443
10 2066 570 688448
6 1342 1131 689452
7 2421 949 690456
4 234 1 691461
1 3091 1555 692465
5 1056 1709 693469
6 746 1 694474
7 300 540 695478
8 3636 1640 696482
6 1638 2000 697487
5 2508 1595 698491
10 361 853 699495
11 2424 1 700500
4 902 1020 701504
4 3104 1077 702508
1 1503 545 703513
7 3506 2000 704517
8 1564 1001 705521
5 1116 2000 706526
1 1571 1 707530
7 1763 1873 708534
9 1208 634 709539
4 1550 33 710543
1 1509 1709 711547
2 801 1375 712552
5 1881 1097 713556
10 1687 2000 714560
11 3506 1956 715565
11 2463 1045 716569
1 3535 937 717573
9 2304 2000 718578
11 1672 103 719582
1 3419 1 720586
2 2898 932 721591
10 1139 1487 722595
2 842 2000 723599
11 2803 432 724604
2 2609 2000 725608
5 2599 1 726612
10 2529 1537 727617
10 296 1164 728621
10 2337 2000 729625
2 2759 2000 730630
10 1029 753 731634
6 2624 2000 732638
11 3134 2000 733643
2 3118 1 734647
7 725 1627 735651
11 2342 1216 736656
2 2415 2000 737660
4 2972 1439 738664
9 1429 1559 739669
3 1295 2000 740673
4 2645 1516 741677
11 552 1 742682
1 389 1 743686
4 1596 153 744690
8 1803 1261 745695
1 64 1974 746699
9 603 1228 747703
4 76 1499 748708
7 2739 1196 749712
10 637 1368 750716
3 421 681 751721
11 691 861 752725
2 639 322 753729
9 450 1894 754734
6 3328 1153 755738
4 313 1673 756742
10 1306 1 757747
4 3395 44 758751
9 2081 828 759755
11 2646 1960 760760
10 3553 1106 761764
11 2636 455 762768
2 399 1056 763773
2 2059 1711 764777
9 1371 512 765781
2 3311 240 766786
5 962 390 767790
6 739 1465 768794
11 2940 893 769799
5 1070 373 770803
10 2357 2000 771807
11 3373 1562 772812
6 1831 1 773816
3 2792 1689 774820
1 160 1 775825
4 1799 1 776829
8 3511 2000 777833
6 26 2000 778838
4 791 1510 779842
5 402 1946 780846
8 1396 157 781851
9 2320 1 782855
2 273 823 783859
6 2666 1843 784864
7 1740 2000 785868
1 647 964 786872
4 847 1 787877
7 1360 864 788881
4 3308 1 789885
9 662 908 790890
4 2990 1903 791894
8 2256 2000 792898
7 2091 2000 793903
3 1666 1287 794907
11 962 2000 795911
8 1195 2000 796916
3 1332 2000 797920
3 3375 1058 798924
3 984 2000 799929
11 2916 1165 800933
5 2270 591 801937
7 816 911 802942
5 137 91 803946
4 32 1114 804950
8 1984 1923 805955
5 2017 1538 806959
7 2954 1508 807963
4 1889 2000 808968
6 990 710 809972
5 2491 1583 810976
7 243 1473 811981
1 264 1605 812985
10 672 1155 813989
9 1798 1739 814994
5 278 1 815998
6 2049 681 817002
8 2674 986 818007
1 1079 1659 819011
9 1950 789 820015
5 556 2000 821020
8 669 1963 822024
2 2088 1920 823028
1 2515 1338 824033
5 1062 1093 825037
7 1660 2000 826041
1 1059 1333 827046
4 3141 724 828050
6 1087 1754 829054
10 2543 1018 830059
11 3443 2000 831063
8 97 364 832067
7 2309 2000 833072
2 604 1938 834076
6 3594 1764 835080
8 1704 1638 836085
3 247 1947 837089
6 3029 913 838093
4 653 1254 839098
9 201 991 840102
3 2851 1361 841106
11 3041 1855 842111
3 463 1708 843115
5 60 2000 844119
6 654 813 845124
6 2555 1 846128
6 1529 2000 847132
4 170 1389 848137
9 1400 2000 849141
4 245 1908 850145
10 2072 1742 851150
8 1408 2000 852154
6 198 1003 853158
3 426 2000 854163
8 749 1045 855167
6 2657 2000 856171
10 383 1342 857176
9 2598 1783 858180
2 1313 186 859184
11 257 2000 860189
8 3623 1091 861193
7 406 2000 862197
8 1158 1011 863202
6 1293 1565 864206
1 3004 527 865211
4 273 1788 866215
7 1677 1216 867219
6 3495 943 868224
10 3117 1 869228
3 1477 1516 870232
9 167 2000 871237
9 2084 1946 872241
2 762 1791 873245
10 3203 1210 874250
10 2725 1262 875254
3 1522 1052 876258
10 158 573 877263
7 2143 1003 878267
11 99 1 879271
6 1048 427 880276
2 3456 317 881280
6 425 926 882284
5 1505 153 883289
7 1400 270 884293
7 898 1886 885297
11 197 909 886302
11 147 2000 887306
10 1345 1727 888310
4 3407 918 889315
9 2355 1175 890319
7 1835 64 891323
10 85 1686 892328
3 2517 1930 893332
9 770 1496 894336
8 2809 160 895341
6 805 1146 896345
5 119 996 897349
9 1374 1754 898354
5 584 1215 899358
6 3061 1039 900362
9 2921 1381 901367
1 1473 1 902371
11 849 2000 903375
11 2573 2000 904380
3 2139 1894 905384
11 2885 1 906388
3 1652 1141 907393
3 1694 1285 908397
9 2491 1 909401
6 2286 1966 910406
8 1727 1 911410
2 606 436 912414
8 1098 659 913419
11 406 1 914423
2 1561 490 915427
9 1319 1395 916432
3 1782 887 917436
8 3092 650 918440
4 1370 550 919445
1 2602 1 920449
3 2958 708 921453
4 3 1457 922458
1 1900 2000 923462
1 15 2000 924466
5 889 438 925471
3 42 1377 926475
4 1747 936 927479
1 1995 1279 928484
2 1428 2000 929488
5 1995 790 930492
10 2893 1176 931497
6 2001 749 932501
11 2728 1695 933505
4 1608 1144 934510
6 2098 1312 935514
1 3490 1036 936518
10 380 1256 937523
8 2325 155 938527
4 2828 487 939531
7 3584 663 940536
3 2383 2000 941540
4 3327 2000 942544
2 2674 1751 943549
3 237 1 944553
5 188 2000 945557
5 2575 980 946562
5 2901 1458 947566
1 1936 915 948570
7 1072 493 949575
3 314 235 950579
2 1356 1366 951583
6 244 723 952588
3 1304 1087 953592
11 513 621 954596
6 1750 60 955601
8 989 770 956605
10 1734 1058 957609
4 141 457 958614
6 2412 2000 959618
3 1300 733 960622
7 217 677 961627
2 2622 70 962631
6 293 259 963635
5 3465 213 964640
8 142 722 965644
3 1222 1019 966648
3 2199 1376 967653
8 1502 1119 968657
6 3318 1115 969661
3 1502 1649 970666
3 1878 518 971670
5 1360 2000 972674
1 2304 871 973679
1 1644 1406 974683
2 2034 1604 975687
2 838 712 976692
5 1113 133 977696
1 738 927 978700
9 2050 1 979705
9 2173 1644 980709
11 643 1831 981713
5 734 1812 982718
4 2408 1100 983722
5 2857 2000 984726
7 2134 1221 985731
7 2565 927 986735
10 938 2000 987739
1 526 1649 988744
11 1951 1435 989748
4 210 214 990752
6 2656 792 991757
6 1957 527 992761
7 2790 2000 993765
3 323 1696 994770
1 3138 1444 995774
6 1884 1792 996778
1 123 1276 997783
2 1184 1260 998787
2 221 476 999791
4 2750 76 1000796
4 2204 913 1001800
10 1574 486 1002804
5 280 858 1003809
11 1060 1074 1004813
7 619 831 1005817
9 435 962 1006822
2 827 111 1007826
5 767 955 1008830
1 2050 1129 1009835
3 3568 576 1010839
10 463 1296 1011843
6 467 185 1012848
1 1651 1705 1013852
10 1177 1859 1014856
4 394 644 1015861
3 1431 1374 1016865
5 1666 1238 1017869
5 1920 1843 1018874
10 1873 2000 1019878
5 952 1638 1020882
9 3481 1890 1021887
11 1832 1 1022891
2 3542 54 1023895
7 318 1088 1024900
2 548 520 1025904
3 2738 596 1026908
11 359 785 1027913
1 1544 615 1028917
1 1004 1 1029921
8 3359 1492 1030926
7 2446 1054 1031930
2 1220 1886 1032934
6 3251 1028 1033939
8 2472 918 1034943
2 533 2000 1035947
2 942 2000 1036952
9 973 1609 1037956
5 1693 385 1038960
5 380 2000 1039965
7 1170 820 1040969
5 3590 2000 1041973
5 2314 514 1042978
1 800 1192 1043982
2 2887 1580 1044986
8 2281 2000 1045991
3 2739 939 1046995
5 2750 1 1047999
7 242 1599 1049004
3 428 2000 1050008
8 2817 1436 1051012
8 988 743 1052017
7 1873 1074 1053021
3 2656 1866 1054025
3 304 1188 1055030
6 1837 701 1056034
2 1269 1830 1057038
8 1925 1051 1058043
10 218 1452 1059047
5 460 602 1060051
10 168 2000 1061056
2 963 471 1062060
9 2432 1378 1063064
9 339 814 1064069
3 2134 322 1065073
3 553 136 1066077
2 1307 843 1067082
5 1985 998 1068086
8 370 1386 1069090
7 2871 1323 1070095
10 3566 1350 1071099
8 314 802 1072103
1 875 1930 1073108
2 2716 830 1074112
9 1133 1286 1075116
1 184 2000 1076121
3 1240 1106 1077125
4 816 1540 1078129
8 2608 2000 1079134
6 3339 1932 1080138
11 2712 1765 1081142
9 1304 142 1082147
1 2592 1193 1083151
5 3527 1089 1084155
6 462 1489 1085160
6 3601 1753 1086164
7 2518 468 1087168
2 1467 1559 1088173
2 3023 1203 1089177
11 2388 2000 1090181
6 3342 1150 1091186
11 184 1346 1092190
8 2364 691 1093194
8 589 1295 1094199
4 649 805 1095203
9 432 1043 1096207
1 1129 1032 1097212
1 770 2000 1098216
10 822 262 1099220
1 2822 570 1100225
7 2670 1077 1101229
4 675 1 1102233
1 1999 897 1103238
10 2301 776 1104242
2 1687 1055 1105246
10 2477 156 1106251
4 280 949 1107255
6 3204 984 1108259
3 69 184 1109264
5 2684 487 1110268
11 777 2000 1111272
4 2438 2000 1112277
7 2712 1092 1113281
6 2369 1 1114285
4 1344 2000 1115290
1 2536 1481 1116294
6 3141 590 1117298
3 2364 1810 1118303
11 958 2000 1119307
9 108 995 1120311
2 3211 1 1121316
6 3233 1831 1122320
6 1180 1188 1123324
3 2924 619 1124329
2 388 31 1125333
2 2281 800 1126337
8 1209 1934 1127342
10 744 876 1128346
7 3403 2000 1129350
5 38 2000 1130355
4 3505 1297 1131359
8 638 605 1132363
1 2300 935 1133368
7 840 645 1134372
11 1377 868 1135376
4 1994 1 1136381
10 184 1 1137385
3 97 2000 1138389
10 449 978 1139394
8 2386 2000 1140398
2 851 1847 1141402
9 1458 2000 1142407
6 2930 1175 1143411
7 2519 1190 1144415
10 1011 2000 1145420
7 3258 177 1146424
9 489 585 1147428
1 729 2000 1148433
8 3247 1 1149437
7 595 1706 1150441
10 1082 2000 1151446
8 3090 2000 1152450
2 2036 690 1153454
9 220 472 1154459
2 2373 2000 1155463
1 2483 516 1156467
1 320 2000 1157472
2 896 2000 1158476
1 953 2000 1159480
8 3222 235 1160485
11 1351 1404 1161489
5 2509 1793 1162493
1 521 1175 1163498
11 1699 1156 1164502
9 424 1673 1165506
5 3219 1282 1166511
11 188 1550 1167515
2 703 1704 1168519
3 3580 558 1169524
3 3302 1 1170528
9 1607 1063 1171532
8 335 1393 1172537
6 100 1745 1173541
1 613 826 1174545
5 1678 1575 1175550
8 1150 1479 1176554
9 2603 1280 1177558
4 1085 311 1178563
11 2225 825 1179567
2 1927 1556 1180571
8 488 2000 1181576
11 1176 2000 1182580
1 1676 873 1183584
2 2335 456 1184589
9 1701 666 1185593
8 296 2000 1186597
5 3244 1463 1187602
11 506 800 1188606
4 2304 632 1189610
10 143 2000 1190615
4 917 637 1191619
8 550 1722 1192623
2 417 713 1193628
5 364 1125 1194632
2 223 1046 1195636
3 962 721 1196641
2 570 1041 1197645
2 3038 2000 1198649
10 1695 1093 1199654
2 1569 2000 1200658
11 1476 2000 1201662
1 245 574 1202667
2 2977 1733 1203671
1 1623 1652 1204675
10 1385 574 1205680
5 1441 927 1206684
1 1528 1463 1207688
3 3484 2000 1208693
6 3110 984 1209697
2 2656 1971 1210701
4 3292 980 1211706
4 3386 1514 1212710
10 1446 1 1213714
8 924 120 1214719
9 2237 58 1215723
11 124 868 1216727
4 1014 1948 1217732
5 1010 2000 1218736
3 1044 1713 1219740
2 2212 608 1220745
6 1965 213 1221749
11 1405 1739 1222753
2 992 1199 1223758
11 1982 499 1224762
2 2693 1699 1225766
3 279 840 1226771
4 2317 781 1227775
1 111 634 1228779
2 72 1068 1229784
10 2411 269 1230788
3 2651 1185 1231792
7 3064 431 1232797
5 1878 242 1233801
4 567 823 1234805
2 1154 1570 1235810
4 2275 529 1236814
9 3524 2000 1237818
10 2336 2000 1238823
2 2393 1 1239827
11 3090 1603 1240831
10 1283 606 1241836
9 820 133 1242840
9 900 1162 1243844
2 2062 1972 1244849
5 812 1834 1245853
5 725 1878 1246857
2 3152 506 1247862
2 1190 341 1248866
9 810 2000 1249870
11 435 929 1250875
6 1003 750 1251879
5 3377 1 1252883
5 2272 120 1253888
8 1801 1784 1254892
5 2472 762 1255896
6 578 750 1256901
5 2778 1807 1257905
2 783 1069 1258909
8 1121 1050 1259914
8 1587 2000 1260918
4 2715 632 1261922
6 2231 1230 1262927
1 769 1121 1263931
6 648 597 1264935
6 1725 1460 1265940
5 176 80 1266944
6 1772 1566 1267948
9 3180 243 1268953
11 2384 1201 1269957
3 801 1351 1270961
2 462 1457 1271966
9 976 740 1272970
2 296 2000 1273974
3 2375 312 1274979
6 1446 655 1275983
3 1660 2000 1276987
5 981 1369 1277992
1 1456 1 1278996
8 1854 1171 1280000
11 3438 798 1281005
6 3497 1050 1282009
5 1934 272 1283013
10 3648 416 1284018
5 335 1 1285022
3 3189 2000 1286026
5 2768 720 1287031
6 1959 485 1288035
7 86 1239 1289039
10 1418 715 1290044
6 1683 1545 1291048
9 413 2000 1292052
10 235 148 1293057
1 534 1681 1294061
1 28 2000 1295065
9 3592 1437 1296070
2 3077 415 1297074
1 299 922 1298078
3 2619 1049 1299083
8 3652 916 1300087
10 1431 134 1301091
2 3174 1070 1302096
1 3034 1 1303100
6 2972 1158 1304104
11 75 2000 1305109
3 2004 808 1306113
4 814 2000 1307117
4 3004 1 1308122
8 177 534 1309126
6 1447 950 1310130
6 1728 1091 1311135
3 209 641 1312139
2 1728 2000 1313143
1 681 2000 1314148
6 2638 107 1315152
3 1305 2000 1316156
11 243 1896 1317161
8 250 628 1318165
8 3285 197 1319169
6 1286 1 1320174
5 1788 1705 1321178
3 1545 2000 1322182
9 2998 865 1323187
1 1151 1108 1324191
8 1278 1129 1325195
2 1832 1564 1326200
7 62 772 1327204
3 3471 905 1328208
2 1946 1736 1329213
5 568 2000 1330217
10 1298 954 1331221
3 1090 692 1332226
8 2032 1197 1333230
6 777 1 1334234
10 992 2000 1335239
4 2455 1 1336243
5 1237 1242 1337247
3 2811 547 1338252
6 17 1 1339256
1 2883 952 1340260
8 3027 1179 1341265
