26109 8 1066918390
10 1157 1312 22028
14 550 1834 22049
33 1260 1800 22070
34 408 2000 22092
17 549 1788 22113
12 172 1982 22134
15 412 773 22156
16 72 1789 22177
2 573 1471 22198
17 1148 1756 22220
7 1158 1159 22241
16 259 2000 22262
9 514 1700 22284
6 525 1436 22305
9 27 1855 22327
28 169 1860 22348
23 271 1789 22369
34 1259 1417 22391
18 195 1684 22412
39 745 1728 22433
13 376 1973 22455
17 271 1924 22476
3 335 1567 22497
38 238 2000 22519
25 699 1816 22540
34 1001 1808 22561
2 582 1518 22583
1 773 1637 22604
8 354 1672 22625
1 473 2000 22647
23 870 1507 22668
33 372 1468 22689
23 804 1494 22711
15 146 1535 22732
32 196 1398 22753
15 1269 1457 22775
8 665 1433 22796
28 513 1403 22817
18 1168 1613 22839
20 581 1506 22860
22 1166 1955 22881
34 731 1781 22903
28 906 1717 22924
5 913 1615 22945
26 1166 1637 22967
15 297 1835 22988
30 791 2000 23009
4 1232 1625 23031
31 109 1270 23052
14 132 1751 23073
31 474 1615 23095
15 1076 1615 23116
31 750 1754 23137
28 562 1569 23159
18 66 1393 23180
24 1234 1425 23201
37 118 2000 23223
8 279 1781 23244
15 140 1471 23265
35 800 1624 23287
27 759 1565 23308
31 815 1174 23329
10 157 1674 23351
17 926 1246 23372
14 23 1668 23393
5 967 1723 23415
34 822 2000 23436
28 1079 1960 23457
16 295 1597 23479
17 567 1295 23500
33 408 1561 23521
2 1293 1687 23543
25 219 1862 23564
5 371 1219 23585
40 188 1312 23607
19 719 1763 23628
12 623 1576 23649
29 476 1302 23671
38 110 1685 23692
10 804 1815 23713
6 583 1477 23735
5 902 2000 23756
20 965 1870 23778
4 531 1564 23799
24 743 2000 23820
41 224 1829 23842
22 780 2000 23863
20 179 1623 23884
8 93 1588 23906
16 768 1640 23927
10 560 1695 23948
11 436 1395 23970
34 801 2000 23991
24 409 1706 24012
25 147 2000 24034
29 802 1995 24055
28 1162 1723 24076
26 132 2000 24098
40 166 1796 24119
26 1213 1648 24140
10 1011 1591 24162
28 1289 1501 24183
40 797 1375 24204
28 351 1479 24226
33 555 2000 24247
2 1098 1733 24268
17 133 2000 24290
35 266 1631 24311
33 873 1342 24332
27 1260 1594 24354
27 1365 1525 24375
19 451 2000 24396
13 1028 1632 24418
23 213 1280 24439
20 22 1744 24460
28 874 1742 24482
1 190 1757 24503
9 969 1712 24524
23 910 1324 24546
3 119 1585 24567
30 320 2000 24588
32 915 1560 24610
1 823 1827 24631
37 718 1801 24652
24 176 2000 24674
30 281 1967 24695
36 502 1885 24716
32 253 1896 24738
16 820 2000 24759
41 248 1649 24780
23 181 1820 24802
25 896 1921 24823
4 1101 1625 24844
14 323 1416 24866
31 95 2000 24887
35 179 1801 24908
33 641 1706 24930
41 798 2000 24951
3 421 1302 24972
37 300 1757 24994
6 143 2000 25015
12 452 2000 25036
24 1061 1579 25058
9 155 1441 25079
2 1094 1585 25100
19 1083 1632 25122
2 970 2000 25143
25 1356 1764 25164
1 438 2000 25186
11 901 1788 25207
19 1245 1828 25228
27 1118 1499 25250
34 317 1336 25271
25 997 1768 25293
29 1113 1452 25314
18 755 1777 25335
35 616 2000 25357
21 828 1555 25378
33 1305 1538 25399
40 1006 1850 25421
29 242 1553 25442
16 585 1933 25463
24 643 1481 25485
10 1178 1825 25506
16 671 1496 25527
22 862 2000 25549
4 521 1453 25570
1 853 2000 25591
33 90 1613 25613
40 44 1753 25634
33 1033 1743 25655
19 543 1715 25677
18 162 1275 25698
16 912 1560 25719
5 217 2000 25741
27 255 1946 25762
8 1192 1835 25783
17 1143 1634 25805
14 919 2000 25826
1 162 1425 25847
38 1366 1318 25869
1 368 1658 25890
34 465 1359 25911
4 511 1924 25933
25 938 1515 25954
36 50 2000 25975
21 286 1685 25997
4 548 1936 26018
34 550 1930 26039
40 74 1687 26061
17 415 1630 26082
7 486 1561 26103
3 1354 1917 26125
40 323 1289 26146
18 1030 1681 26167
1 259 1445 26189
21 871 1868 26210
5 94 1588 26231
35 817 2000 26253
30 694 2000 26274
41 995 2000 26295
30 855 2000 26317
26 119 1737 26338
12 531 1582 26359
12 453 2000 26381
41 328 1728 26402
41 1232 1962 26423
18 30 2000 26445
3 69 1626 26466
36 258 1672 26487
20 1295 1563 26509
9 129 1797 26530
22 13 1820 26551
27 627 1993 26573
39 798 1781 26594
35 653 1906 26615
38 1345 2000 26637
33 458 1570 26658
10 308 1787 26679
36 1341 1142 26701
25 348 1314 26722
29 860 1379 26743
6 82 1342 26765
15 117 1265 26786
15 1170 1733 26808
40 334 1807 26829
17 641 2000 26850
25 503 2000 26872
37 1174 1571 26893
39 359 1670 26914
19 154 1324 26936
26 1120 1812 26957
16 1067 1764 26978
11 553 1408 27000
14 300 1629 27021
4 35 1866 27042
14 1371 2000 27064
12 526 1877 27085
24 1293 1653 27106
14 367 1487 27128
27 307 1833 27149
5 1304 1683 27170
9 46 1780 27192
26 1044 1627 27213
11 695 1441 27234
4 20 1539 27256
1 1267 1561 27277
13 150 1464 27298
13 283 2000 27320
16 484 1872 27341
37 744 1280 27362
24 118 1752 27384
41 639 1601 27405
21 491 1896 27426
21 184 1580 27448
15 176 1271 27469
1 415 2000 27490
1 997 2000 27512
9 1103 1642 27533
25 1121 1816 27554
4 834 1613 27576
33 771 1747 27597
22 814 2000 27618
4 242 1699 27640
13 481 2000 27661
24 378 1615 27682
21 973 1828 27704
10 783 1327 27725
26 280 1722 27746
37 1259 2000 27768
21 857 2000 27789
39 230 1745 27810
17 1234 2000 27832
7 394 1471 27853
30 656 1815 27874
11 831 1975 27896
34 187 1841 27917
34 1252 2000 27938
36 412 1908 27960
29 302 1394 27981
3 377 1637 28002
15 37 1423 28024
18 1020 1923 28045
30 25 1378 28066
7 433 1459 28088
25 1226 1811 28109
3 890 1618 28130
6 305 2000 28152
14 572 2000 28173
30 1126 1945 28194
3 341 1627 28216
38 22 1963 28237
3 245 1636 28258
1 200 1637 28280
22 999 1665 28301
39 1025 1849 28323
2 699 1595 28344
3 1365 1613 28365
13 155 1601 28387
18 183 1871 28408
32 864 1773 28429
20 248 1464 28451
22 900 2000 28472
36 226 2000 28493
2 949 1992 28515
28 325 1653 28536
13 451 1370 28557
28 766 1539 28579
17 85 1721 28600
32 49 1755 28621
31 300 1574 28643
22 52 2000 28664
25 255 1934 28685
16 1078 1644 28707
2 882 1537 28728
11 1163 1752 28749
17 1338 2000 28771
1 238 1418 28792
36 411 1722 28813
33 615 1818 28835
16 347 1891 28856
37 259 1903 28877
11 1143 1807 28899
21 403 1848 28920
1 514 1481 28941
36 581 2000 28963
9 939 2000 28984
17 43 1710 29005
21 1097 1853 29027
23 228 1527 29048
38 252 1754 29069
37 230 1600 29091
19 795 1649 29112
20 666 1630 29133
14 795 2000 29155
10 302 1439 29176
6 917 1214 29197
32 511 2000 29219
34 586 1428 29240
21 1248 1655 29261
13 36 1357 29283
33 123 1415 29304
20 499 1596 29325
39 397 1497 29347
6 1156 1882 29368
16 169 1634 29389
4 49 1515 29411
37 986 1591 29432
13 112 1424 29453
27 958 2000 29475
17 600 2000 29496
19 1144 1968 29517
10 79 1630 29539
35 370 1999 29560
9 950 1955 29581
3 324 1998 29603
31 580 1809 29624
31 141 1838 29645
28 1334 2000 29667
24 807 1312 29688
36 724 2000 29709
31 578 1591 29731
9 133 1950 29752
33 544 2000 29774
3 838 1133 29795
29 57 2000 29816
15 295 2000 29838
32 1273 1721 29859
15 390 1716 29880
21 373 1580 29902
6 63 1751 29923
20 345 1459 29944
27 467 1876 29966
6 168 1573 29987
25 729 1814 30008
7 1358 1940 30030
29 899 1976 30051
28 192 1756 30072
36 843 2000 30094
37 20 1974 30115
22 962 1461 30136
40 272 1968 30158
12 257 1748 30179
14 278 2000 30200
37 1243 1331 30222
17 1023 1561 30243
22 767 974 30264
21 713 1723 30286
17 873 1853 30307
3 1224 2000 30328
4 578 1621 30350
21 175 1830 30371
24 757 1884 30392
35 241 1828 30414
26 1229 1800 30435
8 254 1519 30456
40 442 1360 30478
14 615 1808 30499
7 285 2000 30520
12 798 1822 30542
15 683 1670 30563
31 371 1296 30584
25 824 1688 30606
19 1292 1501 30627
34 1104 1034 30648
28 997 1825 30670
19 204 2000 30691
9 1128 1887 30712
3 517 1945 30734
26 118 930 30755
25 201 1674 30776
18 1328 2000 30798
21 527 1976 30819
3 101 1736 30840
25 1222 2000 30862
10 120 1594 30883
5 214 1618 30904
19 195 1566 30926
37 593 1661 30947
16 949 1262 30968
22 258 2000 30990
38 93 1356 31011
21 181 1331 31032
28 117 1328 31054
3 104 1835 31075
18 600 1407 31096
15 1297 1818 31118
6 642 1531 31139
18 973 1715 31160
30 710 1403 31182
16 140 1798 31203
25 189 1800 31224
32 317 1857 31246
16 1182 1726 31267
34 145 1550 31289
2 595 2000 31310
25 361 2000 31331
1 347 1749 31353
16 332 1612 31374
1 963 1553 31395
12 100 2000 31417
1 224 1602 31438
8 417 2000 31459
14 164 1724 31481
10 238 1367 31502
29 621 1953 31523
39 473 1783 31545
13 562 2000 31566
2 215 1370 31587
16 1155 1820 31609
39 208 1889 31630
37 4 2000 31651
5 549 1877 31673
41 360 1641 31694
15 700 1650 31715
17 664 1800 31737
22 174 1888 31758
3 1250 2000 31779
9 745 1804 31801
14 1069 857 31822
25 286 1776 31843
23 44 1584 31865
1 695 1491 31886
30 79 1731 31907
13 1282 2000 31929
39 1307 1226 31950
9 992 1684 31971
28 119 1851 31993
23 1129 1705 32014
4 391 1943 32035
27 599 1378 32057
36 1070 1705 32078
25 639 2000 32099
11 198 1325 32121
27 569 1751 32142
18 471 1601 32163
21 430 942 32185
21 896 1687 32206
18 108 1711 32227
35 652 1925 32249
40 1292 1524 32270
17 683 1716 32291
37 906 1820 32313
4 1026 1454 32334
33 199 1498 32355
31 1070 1714 32377
37 416 1620 32398
39 771 1325 32419
36 547 1484 32441
12 693 1630 32462
41 1263 1932 32483
19 202 1302 32505
19 1040 1395 32526
24 1359 1798 32547
28 499 1846 32569
35 665 1868 32590
33 979 1533 32611
22 1237 2000 32633
27 673 1846 32654
10 756 1668 32675
41 544 1717 32697
19 817 1444 32718
17 343 1575 32739
3 174 1452 32761
15 995 2000 32782
35 1223 1883 32804
6 105 1598 32825
11 716 1602 32846
7 657 1715 32868
13 1232 1547 32889
12 202 1640 32910
41 1194 1836 32932
3 94 1515 32953
19 379 1623 32974
36 77 2000 32996
31 159 1499 33017
18 429 2000 33038
17 220 1417 33060
5 1290 1799 33081
21 1093 1529 33102
13 104 1236 33124
41 243 1577 33145
31 1319 1461 33166
26 70 1449 33188
20 145 1441 33209
12 233 1832 33230
20 27 1862 33252
7 560 1282 33273
26 202 1277 33294
26 361 1610 33316
39 992 1272 33337
39 1143 2000 33358
19 171 1877 33380
22 640 1723 33401
25 607 2000 33422
11 1288 1761 33444
26 113 1165 33465
14 669 1729 33486
9 1001 2000 33508
10 29 1844 33529
37 729 2000 33550
30 62 1657 33572
15 1092 1869 33593
9 934 580 33614
15 77 1324 33636
2 479 1482 33657
34 499 1911 33678
34 553 1847 33700
5 93 1957 33721
36 684 2000 33742
37 115 2000 33764
27 390 1912 33785
38 1233 1789 33806
39 471 1595 33828
26 497 1359 33849
34 971 1847 33870
39 685 1919 33892
4 213 2000 33913
41 1008 1198 33934
8 369 1423 33956
24 587 1593 33977
37 1220 1816 33998
5 460 1686 34020
27 1359 2000 34041
6 520 1866 34062
3 1157 2000 34084
14 1255 1672 34105
27 450 1855 34126
16 852 1437 34148
27 984 1705 34169
30 1073 1665 34190
15 1242 2000 34212
30 610 1515 34233
36 1305 1975 34254
21 59 1804 34276
34 488 1476 34297
22 945 1861 34319
30 1002 1733 34340
37 46 1512 34361
